hash_id,a,account,add,address,allowance,allowed,amount,an,and,approval,args,assert,b,balance,balanceof,balances,be,bool,by,bytes,c,constant,contract,d,decimals,dynargs,e,erc,event,f,false,fn,function,g,i,id,if,in,indexed,is,m,modifier,msg,n,new,newowner,o,of,onlyowner,oracilize,owner,param,price,public,quote,r,returns,s,safemath,sender,solidity,spender,success,symbol,t,that,the,this,to,token,tokens,totalsupply,transfer,true,u,unit,value,w,which,with,x
88247a27de99fe228f551f57165108a327a44de06dc032b57f65050a298df490,0,0,5,29,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,7,0,0,2,0,0,0,0,0,0,0,3,0,14,0,5,0,2,1,0,2,0,1,8,1,1,3,0,1,8,0,6,1,0,16,0,0,5,1,0,4,1,0,0,0,1,1,2,0,2,0,0,0,0,5,0,0,2,0,0,0,0
0a51d0b9f1333e6af0ea9aaaff728b4a54d3b02b296c612859171309bcb9ad3e,23,1,3,64,3,7,14,4,2,2,0,5,13,13,3,26,10,13,8,0,9,15,10,0,1,0,0,0,6,0,1,0,38,0,0,0,10,7,4,22,0,9,32,0,0,0,0,20,1,0,4,10,0,18,0,0,21,1,3,29,1,5,4,1,1,6,56,13,36,2,7,7,19,8,0,0,14,0,7,0,0
8594630f147ddf0126c2e5676f9e009607bfb1b6a7511001f403f9f2adb6706e,1,0,1,7,0,0,11,2,2,0,0,0,0,3,0,0,0,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,3,1,0,2,0,0,14,0,0,0,0,5,0,0,2,0,1,0,0,0,1,1,0,12,0,0,0,0,1,0,4,5,5,0,0,0,0,0,0,0,5,0,1,0,0
9bb45a5e3f1f42124c10a8d04a34256fd08c3b2ceedff17a7d289fa5665b401a,19,0,4,43,7,20,11,5,4,4,0,5,13,4,2,13,5,8,6,0,9,0,5,0,2,0,1,0,2,0,0,0,22,0,1,0,4,2,4,12,0,0,20,0,1,0,0,17,0,0,5,14,0,18,0,0,18,1,4,20,6,8,0,1,1,6,43,5,29,12,13,2,9,5,0,0,8,0,8,3,0
59ec79c4fd267d94d516f6e9395bbcf9cde9d617f3391eee48c85df63c878a4f,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,6,0,4,0,0,0,0,2,8,0,0,0,0,0,2,0,6,0,0,6,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0
556102c7936a8c3badbc2615ce44a791ee2eebbc4218495e1466551af8fb32e5,0,0,0,14,4,5,1,1,0,2,0,0,0,1,1,9,0,3,0,0,0,1,2,0,4,0,0,0,2,0,0,0,6,0,0,0,1,1,4,0,0,0,8,0,0,0,0,2,0,0,0,0,0,12,0,0,5,0,0,8,1,0,3,3,0,0,6,1,4,2,1,2,4,3,0,0,0,0,0,0,0
32623d8fae39df001db85f32464f675b9e9f0f298e53b7efd50702ad9c5b4767,0,0,0,14,4,5,1,1,0,2,0,0,0,1,1,9,0,3,0,0,0,1,2,0,4,0,0,0,2,0,0,0,6,0,0,0,1,1,4,0,0,0,8,0,0,0,0,1,0,0,0,0,0,12,0,0,5,0,0,8,1,0,3,3,0,0,6,1,4,2,1,2,4,3,0,0,0,0,0,0,0
0088df05e7b44f1c3d270d7f25608c0f942a858d48607536a3f74282974a600d,3,3,0,34,2,8,11,1,3,4,0,0,0,4,2,20,9,7,2,3,0,5,10,0,4,0,0,0,2,0,2,0,18,0,0,0,10,4,4,8,0,0,22,0,0,0,0,18,0,0,1,10,1,9,0,0,12,0,0,20,1,0,7,3,3,2,50,17,24,11,9,5,13,4,0,1,4,0,2,2,2
c669f4da1dc8553c102c98c9c7182534ac4669cd3a2766d6d14652103ebe8462,19,5,5,58,2,0,0,5,5,0,0,6,1,1,7,3,2,1,4,0,10,1,19,0,3,0,1,0,2,0,1,0,36,0,1,0,7,8,2,22,0,2,4,0,7,2,0,29,12,0,15,8,0,29,0,0,12,1,5,4,7,0,0,3,3,7,61,13,23,7,0,6,5,0,0,0,0,0,2,3,0
aad96dc4f3fc738e0b3e7296e1c9740ba80dd2ffa7dff2bb8311e079851a7347,6,0,1,119,0,0,0,13,1,5,0,0,0,0,3,0,2,14,4,7,1,0,6,0,0,0,0,5,7,0,4,0,51,0,10,2,12,2,14,16,0,6,15,0,7,0,0,18,0,0,46,25,0,10,0,0,30,1,0,15,1,2,1,2,0,3,51,16,18,13,0,3,13,4,0,0,0,0,0,2,0
485325dc1164acb8a56c0bc8ab1c23b6552a7f0909a5cb4468ac093aadbee720,12,0,4,36,2,13,0,0,0,4,0,3,10,1,2,13,0,14,0,0,8,0,8,0,1,0,0,0,5,0,2,0,26,0,0,0,2,0,6,6,0,3,21,0,0,5,0,0,4,0,7,0,0,29,0,0,21,0,2,21,1,3,2,1,0,0,0,0,3,0,0,2,7,6,0,0,5,0,0,0,0
81b26f8cf9d63e6760127fec1561b709a87d879be5a5de97fdb27a21f9bf2a66,25,1,10,82,7,21,16,6,12,4,0,5,15,2,2,25,10,15,13,6,10,4,10,0,8,0,1,0,5,0,1,0,34,0,1,0,11,5,8,28,0,3,36,0,3,0,0,28,1,0,12,30,0,46,0,4,26,7,5,36,7,8,0,5,2,7,90,11,48,24,22,2,16,9,0,1,10,0,12,4,0
a558570d16237d31d48c20a0033117dd5337face8110814e1309a71d3f506978,14,0,2,26,2,0,0,0,0,2,0,0,14,0,2,0,0,6,0,0,10,0,1,0,3,0,0,0,2,0,0,0,20,0,0,0,1,0,4,1,0,0,11,0,0,0,0,0,0,0,6,0,0,11,0,0,17,0,2,11,1,9,0,2,0,0,0,0,12,0,0,2,5,3,0,0,25,0,0,0,0
b7b12d5900041fe6f75c3a1c475f30c88194af26b65204d9924f00ef4ef9206f,12,0,3,26,2,6,1,0,0,2,0,3,10,0,2,13,0,8,0,0,8,0,9,0,3,0,1,0,5,0,1,0,18,0,1,0,3,0,6,9,0,1,10,0,1,0,0,1,0,0,2,3,0,23,0,0,17,0,2,10,1,3,0,3,0,0,2,0,5,0,1,2,5,6,0,0,6,0,0,0,0
e72d12f8bf6957480488ed057235cc9011c44e2eb7f844508e32fbfaba1892bd,22,2,11,55,7,20,12,6,7,4,0,5,14,5,2,18,5,9,8,0,10,6,22,0,1,0,1,0,5,0,2,0,33,0,1,0,7,3,6,17,0,5,28,0,1,7,0,21,9,0,28,16,0,32,0,0,19,1,3,27,2,8,0,1,1,6,69,10,50,5,22,2,19,6,0,0,10,0,8,5,0
a1c9b1ac4992812193a91de90a085699cdf4573d446aa8a729e1d5f97be759d3,12,10,5,84,8,20,15,10,6,5,0,0,1,3,2,16,16,22,9,0,11,4,17,0,6,0,1,1,10,0,2,0,46,0,1,0,6,3,10,20,0,6,43,0,1,3,0,30,7,0,20,23,0,43,0,0,30,2,4,49,4,9,2,3,1,10,77,9,52,18,17,4,18,9,0,0,8,0,11,6,0
1ca69be0cffb86ab04c348ce061ee41f921b69f0fb2f01b15f9f77ff88d4e858,14,0,17,37,0,0,2,0,2,0,0,1,4,0,0,0,3,18,5,2,11,4,3,0,0,0,1,0,6,0,10,0,47,0,33,9,58,6,9,8,0,5,43,0,4,0,1,3,0,0,0,0,0,33,0,0,25,0,2,31,3,0,0,1,1,0,3,2,8,0,0,0,11,9,0,0,17,0,1,6,0
0e0d7a5692a89c5fc297914214d6524fd86acc77ff25aa4401bb051f05d703af,1,1,0,6,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,3,5,0,2,0,0,0,0,0,0,0,7,0,0,0,3,0,0,2,0,0,5,0,0,0,0,3,0,0,0,0,1,11,0,0,6,1,2,1,1,0,1,0,0,0,7,0,4,2,6,4,1,0,0,0,4,0,0,1,10
0b307f211f738875c8de6a59dad75e4d60b1793267063c34712fb3bfe4817d3a,0,0,1,12,4,0,0,0,0,2,0,0,0,2,8,0,0,3,0,0,0,0,1,4,1,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,1,0,0,10,0,0,3,2,0,10,1,4,3,1,0,0,0,0,8,0,0,3,5,3,40,0,17,0,0,0,0
8fd45e5bef4d5f27229850b083dc7d4eac93c04f3bd2f1f877d5d2871e858f93,0,0,0,20,6,0,0,0,0,2,0,1,0,4,16,0,0,4,0,0,0,0,4,0,3,0,0,0,5,0,0,0,9,0,0,0,2,0,9,3,0,1,15,0,0,0,0,0,0,0,1,0,0,17,0,0,4,0,0,13,1,1,4,2,0,0,0,1,1,1,0,5,4,4,0,0,7,0,0,0,0
1df112ac10251c6ac236a09bb69a3f0b6cd82f3bdba1da33e91200d8e6962e38,31,3,1,79,0,0,1,7,6,5,0,5,13,7,4,0,10,5,2,0,9,3,8,0,0,0,1,10,10,0,0,0,42,0,1,4,14,4,4,15,0,6,15,0,10,9,0,23,0,0,17,14,2,39,0,0,26,3,6,13,2,0,0,6,3,9,49,13,36,20,4,4,20,1,0,0,3,0,2,3,0
bbe77bf92f27594f479467828e3eee325156cf9773eda0f9355dbcbfab82b445,40,0,4,40,0,1,1,3,13,0,0,5,14,7,0,1,6,7,8,4,9,0,7,1,0,0,1,0,9,1,17,0,39,1,5,0,38,8,0,15,4,3,79,0,8,0,0,17,4,0,9,0,6,57,0,0,20,1,0,54,1,0,0,0,3,2,42,20,20,0,0,0,5,14,0,0,25,0,0,7,2
2ba97b2593930e24aa03a10356778daa823fdc9975e9f160ca5cb29828e359fc,16,9,7,68,8,24,22,13,8,5,0,1,4,2,2,18,14,12,10,0,11,0,14,0,2,0,1,0,9,0,1,0,42,0,1,0,8,3,9,15,0,4,25,0,2,3,0,31,7,0,19,27,0,30,0,0,23,2,3,27,4,6,0,2,1,19,87,9,48,20,23,3,14,9,0,0,6,0,8,7,0
979a271d33644d754933422866fef81f98e62ea2cd8388b41724bbdcb0991809,25,2,6,35,8,0,22,3,3,0,0,5,13,5,30,1,2,8,2,2,9,3,17,0,3,0,0,0,9,0,0,0,31,0,0,0,26,4,5,5,0,2,29,0,0,9,0,9,10,0,13,4,0,31,0,0,10,5,3,35,2,2,4,3,1,5,49,18,30,14,14,3,18,5,0,0,7,0,1,4,0
bfbbcd3b9a23059f82fb716fdbc09c9d71fa24fe1030fff952734d44193d4712,0,0,0,16,7,0,0,0,0,0,0,1,1,0,15,0,0,5,0,2,0,0,1,0,2,0,0,0,2,0,0,0,9,0,0,0,1,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,11,1,2,5,2,0,0,0,1,1,1,0,5,3,5,0,0,2,0,0,0,0
8e3a66b28beda7d688cc09113c041452a639a78ee63b4cd9b18dd3b9e0fec51b,3,3,0,34,2,8,11,1,3,4,0,0,0,4,2,20,9,7,2,3,0,5,10,0,4,0,0,0,2,0,2,0,18,0,0,0,10,4,4,8,0,0,22,0,0,0,0,18,0,0,1,10,1,9,0,0,12,0,0,20,1,0,7,3,3,2,50,17,24,11,9,5,13,4,0,1,4,0,2,2,2
7dae4e9377b44f9f1f3b347a272b502873771d7cfb92d626106051d4167eb83a,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,3,0,4,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b480c29b4506595f33987d200272d9b4f0e419452bf41559c5c76631b0cdea11,23,0,15,36,0,0,5,3,5,0,0,5,13,3,2,0,1,9,6,0,9,8,4,0,1,0,2,0,10,0,5,0,32,0,3,0,12,15,7,10,0,3,12,0,1,0,0,17,0,0,4,0,7,27,0,0,20,4,41,10,4,0,0,1,4,7,61,7,22,13,18,1,6,8,0,0,5,0,1,6,5
406a9759a8aa9ddcea071952b1dbb6410328b491204ae0cf7007576b43378938,12,0,6,45,2,13,1,2,1,4,0,3,10,0,2,17,2,15,2,0,8,2,12,0,1,0,0,0,8,0,2,0,29,0,0,0,2,0,9,8,0,3,21,0,0,1,0,2,7,0,11,0,0,33,0,0,24,0,4,21,1,3,2,1,0,2,3,1,5,16,0,2,8,7,0,0,11,0,1,3,0
48f23b8bc188bf46e4a77ad0c86cfbc24bc5922fc1c6512a5a4057ea30cf4c34,13,1,0,27,0,0,2,6,12,0,0,0,0,0,0,0,6,7,3,6,0,3,9,0,0,0,0,0,10,0,4,0,28,1,16,0,38,9,0,13,0,7,21,0,0,2,0,24,4,0,14,0,0,6,0,0,12,5,0,14,0,0,0,0,3,7,55,6,39,0,0,0,0,6,0,0,13,2,2,1,0
821a0d7a9e51cd118bd5eaeb7f4c95f12d531cea1429585580abb7cb28dde53d,34,0,10,61,0,0,1,0,1,0,0,1,34,17,0,0,0,7,6,0,24,1,2,0,0,0,1,0,0,0,0,0,85,0,1,0,11,1,0,10,0,0,9,0,2,0,0,5,0,0,0,0,0,88,0,0,47,1,3,7,5,0,0,0,1,1,8,6,5,1,1,0,2,1,0,0,7,0,1,1,0
93d13655d3618b4fc6cb9cc75173f499d075c3dd6279c6f55261fce903338372,17,0,4,43,5,16,11,3,3,4,0,5,13,4,2,13,4,8,4,0,9,0,5,0,2,0,0,0,2,0,0,0,18,0,0,0,3,1,4,9,0,0,19,0,1,0,0,11,0,0,3,10,0,19,0,0,16,1,4,19,2,6,0,1,1,4,31,4,22,6,7,2,10,5,0,0,7,0,6,3,0
58959fed8a6bcff96a05edc6d03ade2bedc9b2279c48fd0a8c8c89e400bf87aa,1,3,0,33,2,8,5,0,2,4,0,0,0,4,2,15,6,7,1,3,0,5,6,0,2,0,0,0,2,0,2,0,16,0,0,0,9,1,4,4,0,0,15,0,0,0,0,12,0,0,0,10,0,6,0,0,12,0,0,16,1,0,7,2,3,2,32,6,13,8,7,5,10,4,0,0,0,0,1,2,0
4f4705e7c336af184e5a1500f782ba86e018bd7ac64dd36cc938b9e552298fa4,40,72,11,112,9,5,25,16,10,5,0,1,17,2,2,1,17,23,12,0,11,0,24,0,5,0,1,0,11,0,4,0,84,0,1,0,9,3,12,25,0,9,34,0,1,11,0,37,5,0,22,30,0,39,0,0,40,3,3,34,4,36,2,4,1,18,111,13,86,25,24,4,19,11,0,1,81,0,11,7,0
76156bd7319a9ed2eeba318942732d99c0aafc4159a2c5453c16cdedbb9efc77,21,3,7,60,3,7,18,2,1,2,0,6,14,3,2,14,8,16,7,0,9,9,12,0,3,0,0,0,5,0,4,0,34,0,0,0,9,2,5,15,0,8,16,0,0,5,0,16,10,0,13,12,0,27,0,0,20,0,3,14,2,5,0,1,1,2,50,3,41,5,17,17,15,8,0,0,9,0,7,2,0
7a16f4fdd8e1c9813d0404e48aaa1ea3da12ade80473d57acfd0a493d304669b,11,13,0,89,2,7,48,1,2,3,0,4,9,6,3,20,6,9,2,0,7,11,9,0,1,0,0,0,7,0,3,0,41,0,0,0,36,1,4,6,0,0,54,0,0,0,0,19,0,0,0,10,0,14,0,11,21,12,3,55,1,0,6,0,2,2,31,10,19,31,35,8,12,6,0,0,3,0,1,2,0
2aa3a315d05cb7d8b127c034b6c2eaf34b8097039cc9f2ea85b4c084a3e5684a,33,2,3,35,1,0,2,1,1,1,0,5,27,0,1,0,4,3,3,0,10,0,11,0,0,0,1,0,6,0,0,0,23,0,1,0,4,1,9,7,0,1,2,0,0,3,0,12,4,0,14,7,0,14,0,0,14,0,2,3,3,5,0,0,1,1,24,6,25,10,6,1,7,0,0,0,15,0,2,0,0
c531d7f54f7e98b9178531274da653e1050b81b4559c4adfa9cfbdec0d7d92d0,6,0,1,87,0,0,0,2,5,2,0,0,0,2,5,0,2,35,7,2,0,77,16,1,0,0,1,6,9,0,3,0,137,0,1,3,14,1,0,10,0,9,17,0,10,3,0,5,5,0,17,1,0,82,0,0,84,0,0,16,3,0,0,5,0,4,19,9,16,6,7,5,9,2,0,0,1,0,1,0,0
10cf02a967fdc69c5063b035fd36efdabd47ac93af70713970775f99be9af661,2,2,1,28,11,0,8,2,2,2,0,1,0,2,15,1,1,6,2,2,0,0,6,0,2,0,0,0,5,0,0,0,10,0,0,0,4,2,5,1,0,0,12,0,0,0,0,10,0,0,0,13,0,16,0,0,6,1,0,19,1,2,6,3,0,2,40,7,18,1,12,7,7,6,0,0,2,0,0,3,0
5e971e30470e015e3f6d0046666f491dcb31a90562a972bb2684c7218d3a293e,19,2,6,51,5,15,9,4,4,4,0,5,13,4,2,12,6,11,5,0,9,11,11,0,1,0,0,0,5,0,1,0,25,0,0,0,6,2,7,13,0,2,19,0,2,7,0,13,4,0,12,13,0,20,0,0,19,1,3,20,1,6,2,1,1,6,46,6,32,6,11,4,12,9,0,0,7,0,6,1,0
b67497eff606f8e19255100001b6268ecc4074d0582726a5a8bbbff3ee2df928,12,0,7,30,1,13,1,0,0,4,0,5,10,2,1,22,0,11,0,0,8,0,1,0,4,0,0,0,3,0,1,0,16,0,0,0,3,0,6,0,0,1,26,0,0,0,0,0,0,0,1,0,0,26,0,0,14,0,1,23,2,1,0,1,0,0,0,2,2,0,0,3,5,9,0,0,6,0,0,0,0
6b1cc4148c6221e4cbb226d35818a7bc6663422f2d624ea4ce74576a552061d8,20,0,4,43,7,20,11,5,4,4,0,5,14,2,2,13,5,8,5,0,10,0,5,0,2,0,1,0,2,0,0,0,21,0,1,0,3,2,4,11,0,0,20,0,1,0,0,15,0,0,5,14,0,19,0,0,18,1,3,20,2,8,0,1,1,6,42,5,29,4,12,2,9,5,0,0,8,0,8,2,0
3766492a5f77d4a39e032fb22c259f429f230b76ab7a0b9bbc6c17de1a79bd62,14,0,17,32,1,3,8,0,5,1,0,8,13,1,1,0,0,10,1,0,9,10,8,0,0,0,0,0,6,0,4,0,30,0,0,0,26,2,4,11,0,4,8,0,1,6,0,3,8,0,11,0,1,23,0,0,15,0,3,7,2,0,3,0,2,2,17,3,13,11,34,5,5,6,0,0,3,0,1,2,0
73e5ab4ad005b214153479e78aca5e601f7fe9723d9387dc233df80c0e1e3537,12,0,0,17,5,0,2,0,0,0,0,0,11,0,24,0,0,5,0,0,10,0,2,0,2,0,0,0,4,0,0,0,14,0,10,0,0,0,5,1,0,0,27,0,0,0,0,0,0,0,4,0,0,23,0,0,9,0,13,27,1,0,5,2,0,0,0,0,1,0,0,4,6,5,0,0,4,0,0,0,0
373f8e580001c96ef546606b88c64c0227eb1c133f578aa8ff0417822ec2155b,159,7,24,476,3,19,53,55,66,10,0,2,14,28,11,10,114,113,51,85,24,182,103,0,7,0,4,1,53,0,55,0,361,2,33,34,174,102,63,136,0,20,60,0,78,2,0,246,0,0,40,279,0,241,0,35,241,25,9,63,42,2,10,14,17,82,634,127,310,169,91,10,53,60,0,2,51,0,24,41,11
9f8f4d47ac2ce849f68c58bd5c7cf220650d3297a1c8805f07d05501e11166d3,57,2,7,88,3,7,28,9,14,2,0,6,25,6,6,22,20,10,9,6,9,33,11,0,7,0,0,0,4,0,5,0,47,0,8,2,38,13,7,24,0,9,24,0,1,0,0,58,0,0,6,37,2,34,0,0,30,2,13,22,3,5,0,1,1,11,118,6,46,14,50,2,24,2,0,0,19,0,12,3,0
d3ca5ab79f3528ef09280f7084b207765a6467585515a8d004a75da0e813fc4e,22,2,4,54,3,7,12,5,1,2,0,6,14,4,3,14,5,4,7,0,12,4,18,0,1,0,1,0,6,0,2,0,29,0,1,0,14,0,6,16,0,6,15,0,1,5,0,18,6,0,13,12,0,6,0,0,12,5,3,16,1,5,0,1,0,2,49,5,36,18,13,6,17,3,0,0,8,0,7,3,0
4399061eb562e475cc1e1b3148386e74bd2a6f2a41c8e488f3c0405948eda8b8,0,0,5,36,2,0,0,0,4,2,0,13,0,0,2,0,0,15,1,1,0,37,9,0,1,0,0,0,5,0,2,0,58,0,0,0,7,0,10,9,0,3,23,20,0,0,2,1,0,0,8,0,0,6,0,0,47,1,0,19,0,3,0,2,0,0,1,3,4,2,0,2,8,6,0,0,7,0,0,1,88
617394743d4b00994de34c64dc10552960b88356efac4753b482e4cdc3a1247c,14,0,3,41,1,0,2,2,9,1,0,6,13,5,1,0,3,11,1,1,9,10,11,0,0,0,0,0,18,0,3,0,39,0,0,0,74,7,4,28,0,3,22,0,5,6,0,3,12,0,13,0,0,16,0,0,14,0,1,18,1,0,3,0,1,6,7,7,13,10,14,5,7,13,0,0,10,0,1,1,0
4131209fcc605c24623b7639b8b06dee1827ed99ff5ac1e7f5f968b064615b4d,0,0,7,34,2,0,0,0,0,2,0,0,0,0,2,0,0,12,0,1,0,2,10,0,1,0,0,0,5,0,2,0,37,0,0,0,6,0,10,5,0,3,19,6,0,0,0,0,0,0,8,0,0,30,0,0,29,0,0,15,1,3,0,2,0,0,0,2,4,2,0,2,5,6,0,0,7,0,0,0,35
236bfddaeb73ddcc8babad4f527396fc621f718468c23bee71e81135b5132178,0,0,1,12,4,0,0,0,0,2,0,0,0,2,8,0,0,3,0,0,0,0,1,4,1,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,1,0,0,10,0,0,3,2,0,10,1,4,3,1,0,0,0,0,8,0,0,3,5,3,40,0,17,0,0,0,0
5255a027ee0b5777491609e9c7fd321c8ee31ce9f245a668be3b610a1cc4b219,3,3,0,34,2,8,11,1,3,4,0,0,0,4,2,20,9,7,2,3,0,5,10,0,4,0,0,0,2,0,2,0,18,0,0,0,10,4,4,8,0,0,22,0,0,0,0,18,0,0,1,10,1,9,0,0,12,0,0,20,1,0,7,3,3,2,50,17,24,11,9,5,13,4,0,1,4,0,2,2,2
9d9db399262a7b4d10c8e75bc560a6f48e216b41639ac7a49fba0bd05a8b772d,32,0,15,21,0,0,0,24,14,1,0,0,0,0,0,0,15,11,1,26,0,33,5,0,0,0,0,0,5,0,7,0,43,0,11,6,87,11,0,34,0,5,5,0,12,0,0,36,0,0,0,33,0,10,0,0,26,3,0,5,1,0,0,0,0,15,139,22,34,0,0,0,0,11,0,0,1,0,0,2,0
f2155e2c9337017f5c5c40738ca323db5fc55f22f7d42461bce34fcf2086dcc8,50,30,5,128,0,1,3,13,7,9,0,1,17,2,3,0,25,19,13,10,11,5,14,0,0,0,1,2,7,0,2,0,58,0,1,47,21,12,10,33,0,1,15,0,2,0,0,72,0,0,60,45,0,17,0,0,30,2,2,17,3,7,0,6,2,9,167,19,111,77,16,2,13,4,0,0,2,0,8,4,0
8060c7000341834148085aaaead1926cefc4223980c7833de0488d3abf4e3fb1,2,2,1,32,11,0,12,2,2,2,0,1,0,3,20,1,1,8,1,2,0,0,6,0,3,0,0,0,7,0,0,0,12,0,0,0,6,2,7,2,0,0,26,0,0,0,0,10,0,0,5,13,0,21,0,0,8,1,0,37,1,2,8,3,0,2,47,9,19,1,12,8,9,8,0,0,4,0,0,3,0
0685b75e244ac2344587c5c8c58ed124308dd95e6a75ca77baa1767009eefd17,0,0,0,16,6,0,0,0,0,2,0,1,0,0,15,0,0,5,0,0,0,0,3,0,2,0,0,0,3,0,0,0,7,0,0,0,0,0,5,2,0,0,10,0,0,0,0,0,0,0,1,0,0,12,0,0,5,0,0,10,1,1,5,2,0,0,0,0,1,0,0,6,4,5,0,0,3,0,0,0,0
